0,17.772
1,17.774
2,17.77
3,17.768
4,17.768
5,17.771
6,17.771
7,17.764
8,17.764
9,17.768
10,17.768
11,17.763
12,17.77
13,17.77
14,17.764
15,17.764
16,17.762
17,17.762
18,17.77
19,17.77
20,17.76
21,17.787
22,17.855
23,17.938
24,17.978
25,18.031
26,18.031
27,18.167
28,18.167
29,18.239
30,18.327
31,18.327
32,18.394
33,18.394
34,18.439
35,18.439
36,18.455
37,18.455
38,18.483
39,18.525
40,18.525
41,18.545
42,18.545
43,18.604
44,18.604
45,18.632
46,18.632
47,18.621
48,18.644
49,18.644
50,18.651
51,18.651
52,18.688
53,18.688
54,18.73
55,18.73
56,18.769
57,18.784
58,18.784
59,18.751
60,18.751
61,18.743
62,18.743
63,18.728
64,18.728
65,18.705
66,18.664
67,18.664
68,18.616
69,18.616
70,18.577
71,18.577
72,18.535
73,18.535
74,18.49
75,18.457
76,18.457
77,18.424
78,18.424
79,18.372
80,18.372
81,18.331
82,18.331
83,18.293
84,18.256
85,18.256
86,18.22
87,18.22
88,18.18
89,18.18
90,18.138
91,18.138
92,18.116
93,18.078
94,18.078
95,18.037
96,18.037
97,18.026
98,18.026
99,17.992
100,17.992
101,17.968
102,17.941
103,17.941
104,17.91
105,17.91
106,17.906
107,17.906
108,17.895
109,17.895
110,17.885
111,17.872
112,17.872
113,17.871
114,17.871
115,17.865
116,17.865
117,17.84
118,17.84
119,17.851
120,17.822
121,17.822
122,17.808
123,17.808
124,17.806
125,17.806
126,17.807
127,17.807
128,17.814
129,17.776
130,17.776
131,17.777
132,17.777
133,17.776
134,17.776
135,17.785
136,17.785
137,17.783
138,17.792
139,17.792
140,17.789
141,17.789
142,17.792
143,17.792
144,17.802
145,17.802
146,17.798
147,17.832
148,17.832
149,17.836
150,17.836
151,17.847
152,17.847
153,17.874
154,17.874
155,17.9
156,17.913
157,17.913
158,17.941
159,17.941
160,17.951
161,17.951
162,17.981
163,17.981
164,17.993
165,18.004
166,18.004
167,18.009
168,18.009
169,18.016
170,18.016
171,18.012
172,18.012
173,18.006
174,17.99
175,17.99
176,17.985
177,17.985
178,17.981
179,17.981
180,17.986
181,17.986
182,17.98
183,17.982
184,17.982
185,17.964
186,17.964
187,17.952
188,17.952
189,17.96
190,17.96
191,17.947
192,17.948
193,17.948
194,17.942
195,17.942
196,17.946
197,17.946
198,17.939
199,17.939
200,17.935
201,17.94
202,17.94
203,17.941
204,17.941
205,17.944
206,17.944
207,17.94
208,17.94
209,17.923
210,17.927
211,17.927
212,17.909
213,17.909
214,17.919
215,17.919
216,17.914
217,17.914
218,17.907
219,17.889
220,17.889
221,17.893
222,17.893
223,17.873
224,17.873
225,17.873
226,17.873
227,17.866
228,17.854
229,17.854
230,17.838
231,17.838
232,17.827
233,17.827
234,17.829
235,17.829
236,17.807
237,17.818
238,17.818
239,17.798
240,17.798
241,17.785
242,17.785
243,17.786
244,17.786
245,17.773
246,17.772
247,17.772
248,17.787
249,17.787
250,17.787
251,17.787
252,17.782
253,17.782
254,17.803
255,17.809
